"Week_ending_friday","Week_number","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Petrol_importer_cost_NZc.p.l","Petrol_ETS_NZc.p.l","Petrol_GST_NZc.p.l","Petrol_taxes_NZc.p.l","Petrol_price_excl_taxes_NZc.p.l","Petrol_main_port_price_NZc.p.l","Petrol_discounted_retail_price_NZc.p.l","Petrol_importer_margin_NZc.p.l","Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2011-05-06,"2011w18",112.01,0.79812,140.342304415376,111.90967857255,2.8035,21.175298614429,21.550298614429,137.990157429527,163.9,162.343956043956,26.0804788569774,19.2748927433109,111.588495924735,2.4255,28.5667940754897,87.6957940754897,128.890793836598,221.042857142857,219.012087912088,17.3022979118633,16.303751657598,139.343239130435
2011-05-13,"2011w19",108.06,0.79232,136.38428917609,107.049304754786,2.8035,20.3926899187769,20.7676899187769,132.772766125179,157.9,156.343956043956,25.7234613703932,19.3452232414255,107.187537635209,2.4255,27.8959866220736,87.0249866220736,124.418744147157,215.9,213.869230769231,17.2312065119478,16.3397687111037,134.125847826087
2011-05-20,"2011w20",106.61,0.78642,135.563693700567,106.138109518371,2.8035,20.0013855709508,20.3763855709508,130.164070473005,154.9,153.343956043956,24.0259609546346,19.4491201140284,100.981028962324,2.4255,27.5046822742475,86.6336822742475,121.810048494983,212.9,210.869230769231,20.8290195326596,16.3915472715584,131.517152173913
2011-05-27,"2011w21",107.59,0.79754,134.902324648294,104.729411486176,2.8035,19.2001433349259,19.5751433349259,124.822455566173,148.757142857143,147.201098901099,20.0930440799968,19.5530169866312,100.615969942481,2.4255,26.7034400382226,85.8324400382226,116.468433588151,206.757142857143,204.726373626374,15.8524636456702,16.443325832013,126.175537267081
2011-06-03,"2011w22",109.15,0.81858,133.340663099514,104.867652207971,2.8035,19.0883420926899,19.4633420926899,124.077113951266,147.9,146.343956043956,19.2094617432953,19.6569138592341,99.1560061309229,2.4255,26.5916387959866,85.7206387959866,115.723091973244,205.9,203.869230769231,16.5670858423212,16.4951043924677,125.430195652174
2011-06-10,"2011w23",110.6,0.820925,134.726071200171,105.905271027112,2.8035,19.0883420926899,19.4633420926899,124.077113951266,147.9,146.343956043956,18.1718429241546,19.760810731837,100.172540106777,2.4255,26.5916387959866,85.7206387959866,115.723091973244,205.9,203.869230769231,15.5505518664668,16.5468829529224,125.430195652174
2011-06-17,"2011w24",110.42,0.81352,135.731143671944,106.531017217746,2.8035,19.36784519828,19.74284519828,125.940467988533,150.042857142857,148.486813186813,19.4094507707874,19.8647076044399,99.894191578824,2.4255,26.7779741997133,85.9069741997133,116.965327998089,207.328571428571,205.297802197802,17.0711364192648,16.5986615133771,127.293549689441
2011-06-24,"2011w25",104.95,0.81246,129.175590182901,101.846361789856,2.8035,19.479646440516,19.854646440516,126.68580960344,150.9,149.343956043956,24.8394478135838,19.9686044770427,97.7684706821635,2.4255,26.852508361204,85.981508361204,117.462222408027,207.9,205.869230769231,19.6937517258633,16.6504400738317,128.038891304348
2011-07-01,"2011w26",104.94,0.81484,128.78601934122,100.071480311465,2.8035,18.7879508150505,19.1629508150505,122.07450543367,145.9,144.04095624872,22.003025122205,20.0725013496456,96.6557826199228,2.4255,26.5579955960863,85.6869955960863,115.498803973909,205.9,203.611299569995,18.8430213539861,16.7022186342864,123.691065217391
2011-07-08,"2011w27",108.69,0.82916,131.084471030923,101.638397685414,2.7234,18.7352551984877,19.1102551984877,121.803301323251,145.9,143.636956521739,20.1649036378373,20.1763982222485,101.101005829273,2.3562,26.5131379962193,85.6421379962193,115.269053308129,205.9,203.267391304348,14.1680474788558,16.7539971947411,123.771165217391
2011-07-15,"2011w28",111.22,0.83404,133.350918421179,103.874813798706,2.5632,19.1079260059411,19.4829260059411,124.447973372941,148.757142857143,146.494099378882,20.5731595742349,20.2761672603116,101.101844885697,2.2176,26.8858088036727,86.0148088036727,117.892125357818,208.757142857143,206.124534161491,16.7902804721207,16.8006378297988,126.415837267081
2011-07-22,"2011w29",111.87,0.85388,131.013725582049,102.244723496452,2.5365,19.0333918444504,19.4083918444504,123.977778963003,148.185714285714,145.922670807453,21.7330554665511,20.3759362983747,97.5130517763345,2.1945,26.811274642182,85.940274642182,117.41833094788,208.185714285714,205.553105590062,19.9052791715455,16.8472784648564,125.945642857143
2011-07-29,"2011w30",111.73,0.86838,128.664870218107,100.682014501858,2.5365,18.8656899810964,19.2406899810964,122.859766540643,146.9,144.636956521739,22.1777520387848,20.4757053364378,97.3328499271159,2.1945,26.643572778828,85.772572778828,116.30031852552,206.9,204.267391304348,18.9674685984039,16.8939190999141,124.827630434783
2011-08-05,"2011w31",107.15,0.86294,124.168540107076,99.7960742038454,2.5365,18.6420874966244,19.0170874966244,121.369083310829,145.185714285714,142.922670807453,21.5730091069836,20.5754743745008,96.1638671218305,2.1945,26.643572778828,85.772572778828,116.30031852552,206.9,204.267391304348,20.1364514036893,16.9405597349718,123.336947204969
2011-08-12,"2011w32",100.82,0.82666,121.960660973072,98.6328041408175,2.5365,18.2507831487983,18.6257831487983,118.760387658655,142.185714285714,139.922670807453,20.1275835178376,20.6752434125639,95.6729425332597,2.1945,25.9541317850392,85.0831317850392,111.704045233594,201.614285714286,198.981677018634,16.0311027003347,16.9872003700295,120.728251552795
2011-08-19,"2011w33",103.99,0.8321,124.972959980772,99.2769286047077,2.5365,18.3066837699163,18.6816837699163,119.133058466109,142.614285714286,140.351242236025,19.8561298614008,20.775012450627,98.2445857953665,2.1945,25.9541317850392,85.0831317850392,111.704045233594,201.614285714286,198.981677018634,13.4594594382279,17.0338410050872,121.100922360248
2011-08-26,"2011w34",105.4,0.8267,127.494859078263,100.084427483124,2.5365,18.4743856332703,18.8493856332703,120.251070888469,143.9,141.636956521739,20.1666434053447,20.8747814886901,99.2011906451916,2.1945,26.1218336483932,85.2508336483932,112.822057655955,202.9,200.267391304348,13.620867010763,17.0804816401449,122.218934782609
2011-09-02,"2011w35",109.73,0.84916,129.221819209572,100.323169675889,2.5365,18.4743856332703,18.8493856332703,120.251070888469,143.9,141.636956521739,19.9279012125797,20.9745505267532,101.045581254022,2.1945,26.5690386173373,85.6980386173373,115.803424115582,206.328571428571,203.695962732919,14.7578428615595,17.1271222752025,122.218934782609
2011-09-09,"2011w36",108.53,0.83318,130.259967834081,101.690127433722,2.5365,18.604820415879,18.979820415879,121.12063610586,144.9,142.636956521739,19.4305086721377,21.0309566054626,101.913706838389,2.1945,26.643572778828,85.772572778828,116.30031852552,206.9,204.267391304348,14.3866116871305,17.1761447044752,123.0885
2011-09-16,"2011w37",107.34,0.82192,130.596651742262,101.212015624741,2.5365,18.7911558196057,19.1661558196057,122.362872130705,146.328571428571,144.065527950311,21.150856505964,21.0873626841719,100.744600229827,2.1945,26.923075884418,86.052075884418,118.163672562787,209.042857142857,206.410248447205,17.4190723329598,17.2251671337479,124.330736024845
2011-09-23,"2011w38",105.68,0.80978,130.504581491269,101.643921898659,2.5365,18.8656899810964,19.2406899810964,122.859766540643,146.9,144.636956521739,21.2158446419835,21.1437687628813,101.249603449664,2.1945,27.0348771266541,86.1638771266541,118.909014177694,209.9,207.267391304348,17.6594107280299,17.2741895630206,124.827630434783
2011-09-30,"2011w39",102.39,0.7771,131.759104362373,103.083518563117,2.5365,18.9061976775587,19.2811976775587,123.129817850392,146.9,144.94751552795,20.0462992872745,21.2001748415906,102.165817225749,2.1945,27.0394950040508,86.1684950040508,118.939800027005,209.9,207.302795031056,16.7739828012562,17.3232119922933,124.827630434783
2011-10-07,"2011w40",98.82,0.7624,129.616998950682,103.263713127876,2.5365,19.0074669187146,19.3824669187146,123.804946124764,146.9,145.723913043478,20.5412329968876,21.2565809203,103.740817920079,2.1945,27.0510396975425,86.1800396975425,119.016764650284,209.9,207.391304347826,15.2759467302042,17.372234421566,124.827630434783
2011-10-14,"2011w41",104.92,0.78454,133.734417620516,102.844293398142,2.16266,19.0074669187146,19.3824669187146,124.178786124764,146.9,145.723913043478,21.3344927266215,21.3129869990093,105.411115458899,1.87106,27.0510396975425,86.1800396975425,119.340204650284,209.9,207.391304347826,13.9290891913845,17.4212568508388,125.201470434783
2011-10-21,"2011w42",106.57,0.79586,133.90546075943,104.357601450173,2.0692,19.0074669187146,19.3824669187146,124.272246124764,146.9,145.723913043478,19.9146446745907,21.3693930777187,102.799178270752,1.7902,27.0510396975425,86.1800396975425,119.421064650284,209.9,207.391304347826,16.6218863795312,17.4702792801115,125.294930434783
2011-10-28,"2011w43",107.55,0.805975,133.440863550358,105.487245639362,2.0692,19.0074669187146,19.3824669187146,124.272246124764,146.9,145.723913043478,18.7850004854021,21.425799156428,99.7533182534555,1.7902,27.0510396975425,86.1800396975425,119.421064650284,209.9,207.391304347826,19.6677463968281,17.5193017093842,125.294930434783
2011-11-04,"2011w44",105.91,0.8012,132.189216175736,105.813716957187,2.0692,19.0074669187146,19.3824669187146,124.272246124764,146.9,145.723913043478,18.4585291675762,21.4683650152964,96.507111287971,1.7902,26.8833378341885,86.0123378341885,118.303052227923,208.614285714286,206.105590062112,21.7959409399524,17.6004970310271,125.294930434783
2011-11-11,"2011w45",111.07,0.79002,140.591377433483,111.372083393764,2.0692,19.2869700243046,19.6619700243046,126.135600162031,149.042857142857,147.866770186335,14.763516768267,21.5109308741649,99.0935631869546,1.7902,26.6597353497164,85.7887353497164,116.81236899811,206.9,204.391304347826,17.718805811155,17.68169235267,127.15828447205
2011-11-18,"2011w46",109.89,0.7736,142.050155118925,113.795071611634,2.0692,20.0323116392115,20.4073116392115,131.10454426141,154.757142857143,153.581055900621,17.3094726497753,21.5534967330333,96.3821334002299,1.7902,26.6597353497164,85.7887353497164,116.81236899811,206.9,204.391304347826,20.4302355978798,17.762887674313,132.127228571429
2011-11-25,"2011w47",107.02,0.74672,143.320119991429,113.829880202687,2.0692,20.7590197137456,21.1340197137456,135.949264758304,160.328571428571,159.15248447205,22.119384555617,21.5960625919017,97.3529416917825,1.7902,26.6597353497164,85.7887353497164,116.81236899811,206.9,204.391304347826,19.4594273063272,17.8440829959559,136.971949068323
2011-12-02,"2011w48",108.53,0.7647,141.924937884138,111.339297092734,2.0692,20.8335538752363,21.2085538752363,136.446159168242,160.9,159.723913043478,25.1068620755075,21.6386284507702,97.1494637172312,1.7902,26.6597353497164,85.7887353497164,116.81236899811,206.9,204.391304347826,19.6629052808785,17.9252783175988,137.468843478261
2011-12-09,"2011w49",108.26,0.77832,139.094459862267,109.638707931326,2.0692,20.4422495274102,20.8172495274102,133.837463516068,157.9,156.723913043478,24.1987555847419,21.6811943096386,97.0320945930683,1.7902,26.6597353497164,85.7887353497164,116.81236899811,206.9,204.391304347826,19.7802744050414,18.0064736392418,134.860147826087
2011-12-16,"2011w50",104.88,0.75976,138.043592713488,109.10749862009,2.0692,20.4422495274102,20.8172495274102,133.837463516068,157.9,156.723913043478,24.7299648959781,21.723760168507,99.6112045883267,1.7902,26.6597353497164,85.7887353497164,116.81236899811,206.9,204.391304347826,17.2011644097829,18.0876689608847,134.860147826087
2011-12-23,"2011w51",105.02,0.7664,137.030271398747,107.15453593116,1.48184,20.4422495274102,20.8172495274102,134.424823516068,157.9,156.723913043478,27.2702875849077,21.7663260273755,98.4976733944182,1.28204,26.6597353497164,85.7887353497164,117.32052899811,206.9,204.391304347826,18.8228556036915,18.1688642825276,135.447507826087
2011-12-30,"2011w52",104.95,0.771066666666667,136.110150440948,107.195747847166,1.335,20.4422495274102,20.8172495274102,134.571663516068,157.9,156.723913043478,27.3759156689023,21.832542405195,100.17020025561,1.155,26.6597353497164,85.7887353497164,117.44756899811,206.9,204.391304347826,17.2773687424996,18.2738473609082,135.594347826087
2012-01-06,"2012w01",108.89,0.786266666666667,138.489910123792,109.372077294989,1.335,20.2376015289059,20.6126015289059,133.207343526039,157.9,155.154945054945,23.8352662310503,21.8987587830145,103.30755167762,1.155,26.580458671763,85.709458671763,116.919057811753,206.9,203.783516483517,13.6115061341335,18.3788304392887,135.594347826087
2012-01-13,"2012w02",110.25,0.79054,139.461633819921,110.429414157999,1.335,20.2376015289059,20.6126015289059,133.207343526039,157.9,155.154945054945,22.7779293680398,21.9649751608341,103.585497811125,1.155,27.0462971810798,86.1752971810798,120.024647873865,210.471428571429,207.354945054945,16.43915006274,18.4838135176692,135.594347826087
2012-01-20,"2012w03",109.42,0.79854,137.025070754126,108.421777073024,1.335,20.2376015289059,20.6126015289059,133.207343526039,157.9,155.154945054945,24.7855664530151,22.0311915386536,103.01989946206,1.155,27.2326325848065,86.3616325848065,121.26688389871,211.9,208.783516483517,18.2469844366496,18.5887965960498,135.594347826087
2012-01-27,"2012w04",109.05,0.81338,134.07017630136,105.287978732046,1.335,19.8649307214525,20.2399307214525,130.72287147635,155.042857142857,152.297802197802,25.4348927443042,22.0974079164731,101.78390011603,1.155,27.2326325848065,86.3616325848065,121.26688389871,211.9,208.783516483517,19.4829837826805,18.6937796744303,133.109875776398
2012-02-03,"2012w05",109.82,0.82686,132.815712454345,104.539581930002,1.335,19.2500238891543,19.6250238891543,126.623492594362,150.328571428571,147.583516483516,22.0839106643604,22.1636242942927,100.947679506553,1.155,27.0649307214525,86.1939307214525,120.14887147635,210.614285714286,207.497802197802,19.2011919697964,18.7987627528109,129.01049689441
2012-02-10,"2012w06",114.19,0.83465,136.811837297071,106.583328534052,1.335,19.1941232680363,19.5691232680363,126.250821786909,149.9,147.154945054945,19.667493252857,22.2298406721122,102.080235213254,1.155,26.8413282369804,85.9703282369804,118.658188246536,208.9,205.783516483517,16.5779530332819,18.9037458311914,128.637826086957
2012-02-17,"2012w07",116.44,0.83248,139.871228137613,107.375328432906,1.335,19.4177257525084,19.7927257525084,127.741505016722,151.614285714286,148.869230769231,20.3661765838167,22.2960570499317,104.30020697818,1.155,27.1394648829431,86.2684648829431,120.645765886288,211.185714285714,208.069230769231,16.3455589081074,19.0087289095719,130.12850931677
2012-02-24,"2012w08",119.72,0.83566,143.264006892755,108.289321969601,1.335,19.5854276158624,19.9604276158624,128.859517439083,152.9,150.154945054945,20.5701954694814,22.3685584154729,105.444811494905,1.155,27.3630673674152,86.4920673674152,122.136449116101,212.9,209.783516483517,16.6916376211959,19.1102784475958,131.24652173913
2012-03-02,"2012w09",120.85,0.83764,144.274389952724,108.376005691651,1.335,19.7717630195891,20.1467630195891,130.101753463927,154.328571428571,151.583516483516,21.7257477722766,22.4410597810141,106.192406773354,1.155,27.7357381748686,86.8647381748686,124.620921165791,215.757142857143,212.640659340659,18.4285143924365,19.2118279856197,132.488757763975
2012-03-09,"2012w10",122.63,0.8209,149.384821537337,111.150976371512,1.335,19.8462971810798,20.2212971810798,130.598647873865,154.9,152.154945054945,19.4476715023533,22.5135611465552,108.539640364461,1.155,27.88480649785,87.01380649785,125.614709985667,216.9,213.783516483517,17.0750696212059,19.3133775236436,132.985652173913
2012-03-16,"2012w11",123.75,0.8181,151.265126512651,113.018514270397,1.335,20.0326325848065,20.4076325848065,131.84088389871,156.328571428571,153.583516483516,18.8223696283129,22.5860625120964,111.081805142011,1.155,28.16430960344,87.29330960344,127.478064022934,219.042857142857,215.926373626374,16.3962588809222,19.4149270616675,134.227888198758
2012-03-23,"2012w12",123,0.81816,150.337342329129,112.578494177616,1.335,20.1071667462972,20.4821667462972,132.337778308648,156.9,154.154945054945,19.7592841310317,22.6585638776376,110.294975009264,1.155,28.2761108456761,87.4051108456761,128.22340563784,219.9,216.783516483517,17.9284306285761,19.5164765996914,134.724782608696
2012-03-30,"2012w13",121.61,0.81948,148.398984722019,112.309508414294,1.335,20.0941642208723,20.4691642208723,132.251094805815,156.9,154.055259026688,19.941586391521,22.7310652431787,110.728813746974,1.155,28.2637840420449,87.3927840420449,128.141226946966,219.9,216.689010989011,17.4124131999926,19.6180261377153,134.724782608696
2012-04-06,"2012w14",121.08,0.820225,147.61803163766,111.64646331357,1.335,20.016149068323,20.391149068323,131.73099378882,156.9,153.457142857143,20.0845304752501,22.8035666087199,111.782216010474,1.155,28.189823220258,87.318823220258,127.64815480172,219.9,216.121978021978,15.8659387912457,19.7195756757392,134.724782608696
2012-04-13,"2012w15",118.01,0.82095,143.748096717218,109.019479818392,1.335,20.016149068323,20.391149068323,131.73099378882,156.9,153.457142857143,22.7115139704283,22.8760679742611,108.455861357508,1.155,28.189823220258,87.318823220258,127.64815480172,219.9,216.121978021978,19.1922934442115,19.8211252137631,134.724782608696
2012-04-20,"2012w16",114.84,0.81922,140.182124459852,108.197155942885,1.335,20.016149068323,20.391149068323,131.73099378882,156.9,153.457142857143,23.5338378459352,22.9400793712907,107.143557396537,1.155,28.189823220258,87.318823220258,127.64815480172,219.9,216.121978021978,20.504597405183,19.8979604042462,134.724782608696
2012-04-27,"2012w17",114.78,0.8146,140.903510925608,109.071302132288,1.335,20.016149068323,20.391149068323,131.73099378882,156.9,153.457142857143,22.6596916565315,23.0040907683204,107.62723265787,1.155,28.189823220258,87.318823220258,127.64815480172,219.9,216.121978021978,20.0209221438503,19.9747955947294,134.724782608696
2012-05-04,"2012w18",113.48,0.81288,139.602401338451,108.742879250585,1.335,20.016149068323,20.391149068323,131.73099378882,156.9,153.457142857143,22.9881145382353,23.06810216535,106.501524085741,1.155,28.189823220258,87.318823220258,127.64815480172,219.9,216.121978021978,21.1466307159789,20.0516307852126,134.724782608696
2012-05-11,"2012w19",108.79,0.78852,137.96733120276,107.085240881456,1.335,20.016149068323,20.391149068323,131.73099378882,156.9,153.457142857143,24.6457529073634,23.1321135623797,104.208042917138,1.155,28.189823220258,87.318823220258,127.64815480172,219.9,216.121978021978,23.4401118845821,20.1284659756957,134.724782608696
2012-05-18,"2012w20",106.94,0.7708,138.738972496108,107.237334887588,1.335,20.016149068323,20.391149068323,131.73099378882,156.9,153.457142857143,24.4936589012314,23.1961249594094,103.58484912391,1.155,28.189823220258,87.318823220258,127.64815480172,219.9,216.121978021978,24.0633056778096,20.2053011661789,134.724782608696
2012-05-25,"2012w21",104.33,0.75636,137.936961235391,106.948916401304,1.335,19.6248447204969,19.9998447204969,129.122298136646,153.9,150.457142857143,22.1733817353417,23.260136356439,103.049016860053,1.155,27.6680840898232,86.7970840898232,124.169893932155,215.9,212.121978021978,21.120877072102,20.282136356662,132.116086956522
2012-06-01,"2012w22",101.33,0.7573,133.804304766935,104.457652753648,1.335,19.6248447204969,19.9998447204969,129.122298136646,153.9,150.457142857143,24.6646453829979,23.3241477534687,101.865272184212,1.155,27.6680840898232,86.7970840898232,124.169893932155,215.9,212.121978021978,22.3046217479424,20.3589715471452,132.116086956522
2012-06-08,"2012w23",97.21,0.7632,127.371593291405,98.8677815443487,1.335,19.1776397515528,19.5526397515528,126.140931677019,150.471428571429,147.028571428571,27.27315013267,23.3881591504983,95.2788139013361,1.155,27.2208791208791,86.3498791208791,121.188527472527,212.471428571429,208.693406593407,25.9097135711914,20.4358067376284,129.134720496894
2012-06-15,"2012w24",96,0.77634,123.657160522452,97.3759628099127,1.335,18.5627329192547,18.9377329192547,122.041552795031,145.757142857143,142.314285714286,24.6655899851184,23.4318474317844,90.9077679954662,1.155,26.5314381270903,85.6604381270903,116.592254180602,207.185714285714,203.407692307692,25.6844861851357,20.4957524577765,125.035341614907
2012-06-22,"2012w25",92.46,0.79384,116.471833114985,93.2553596250422,1.335,18.3018633540373,18.6768633540373,120.302422360248,143.757142857143,140.314285714286,27.0470627352063,23.4755357130705,84.0573549249395,1.155,25.8606306736742,84.9896306736742,112.120204491161,202.042857142857,198.264835164835,28.0628495662215,20.5556981779247,123.296211180124
2012-06-29,"2012w26",91.75,0.78904,116.280543445199,92.8262493460758,1.335,17.9766154855137,18.3516154855137,118.134103236758,141.185714285714,137.820718722272,25.3078538906821,23.5192239943566,84.3540287118491,1.155,25.2383874969211,84.3673874969211,107.971916646141,197.328571428571,193.494304143062,23.6178879342917,20.6156438980728,121.060186335404
2012-07-06,"2012w27",96.71,0.80298,120.438865227029,96.2298969189956,1.335,18.1120847961113,18.4870847961113,119.037231974075,141.757142857143,138.859316770186,22.8073350550795,23.5629122756427,88.5660094214973,1.155,25.3061706724278,84.4351706724278,108.423804482852,198.185714285714,194.013975155279,19.8577950613545,20.675589618221,121.557080745342
2012-07-13,"2012w28",97.25,0.79462,122.385542775163,98.5899228703747,1.335,18.2611531190926,18.6361531190926,120.031020793951,142.9,140.002173913043,21.4410979235761,23.6066005569288,91.6623871752326,1.155,25.5297731568998,84.6587731568998,109.914487712665,199.9,195.728260869565,18.2521005374328,20.7355353383691,122.550869565217
2012-07-20,"2012w29",102.16,0.79894,127.869426990763,101.659456213276,1.335,18.7828922495274,19.1578922495274,123.509281663516,146.9,144.002173913043,21.8498254502405,23.6502888382148,96.2932152829884,1.155,26.0515122873346,85.1805122873346,113.392748582231,203.9,199.728260869565,17.0995332992422,20.7954810585173,126.029130434783
2012-07-27,"2012w30",100.92,0.79172,127.469307330875,102.177195001882,1.335,19.3046313799622,19.6796313799622,126.987542533081,150.9,148.002173913043,24.8103475311995,23.6939771195009,97.377945683673,1.155,26.7409532811234,85.8699532811234,117.989021874156,209.185714285714,205.013975155279,20.6110761904831,20.8554267786654,129.507391304348
2012-08-03,"2012w31",102.53,0.80916,126.711651589302,101.059799366115,1.0947,19.3046313799622,19.6796313799622,127.227842533081,150.9,148.002173913043,26.1680431669663,23.737665400787,98.3831020447686,0.9471,27.1508911693222,88.2798911693222,118.929841128814,212.328571428571,208.156832298137,20.5467390840458,20.9153724988136,129.747691304348
2012-08-10,"2012w32",106.9,0.81552,131.082009024917,104.098881796606,0.9345,19.4723332433162,19.8473332433162,128.506054955441,152.185714285714,149.287888198758,24.4071731588351,23.7855020138881,102.741526452219,0.8085,27.4490278152849,88.5780278152849,121.056018768566,214.614285714286,210.442546583851,18.3144923163467,20.9686934434041,131.025903726708
2012-08-17,"2012w33",109.96,0.809,135.920889987639,107.993912195467,0.9345,19.6959357277883,20.0709357277883,129.996738185255,153.9,151.002173913043,22.0028259897882,23.8333386269892,106.047592230918,0.8085,28.0266675668377,89.1556675668377,124.906950445585,219.042857142857,214.871118012422,18.8593582146671,21.0220143879946,132.516586956522
2012-08-24,"2012w34",112.36,0.81062,138.609952875577,109.490914379451,0.9345,19.9195382122603,20.2945382122603,131.487421415069,155.614285714286,152.716459627329,21.9965070356175,23.8811752400902,104.412434336397,0.8085,28.3620712935458,89.4910712935458,127.142975290305,221.614285714286,217.442546583851,22.7305409539081,21.0753353325852,134.007270186335
2012-08-31,"2012w35",110.23,0.80472,136.979322000199,110.000565437885,0.9345,20.0872400756144,20.4622400756144,132.605433837429,156.9,154.002173913043,22.604868399544,23.9290118531913,102.172621290593,0.8085,28.3620712935458,89.4910712935458,127.142975290305,221.614285714286,217.442546583851,24.9703539997121,21.1286562771757,135.125282608696
